asin,title,brand,brand_id,product_url,image_url,currency,deal_price,list_price,badge_discount_pct,badge_label,deal_type,deal_state,deal_id,percent_claimed,deal_ends_at,rating,review_count,pct_5_star,pct_1_star,category,product_type,department_ids,has_variations,is_pinned,source_filter,discount_pct,savings_abs,hours_remaining,is_time_limited,price_band,discount_band,review_band,deal_score,scraped_at
B0CBJGMMQN,"TORRAS Magnetic Shockproof for iPhone 15 Pro Case Mil-Grade Drop Tested | Compatible with MagSafe, Shockproof Translucent Durable Slim Protective, Anti Scratch, Anti Fingerprint, Grey",TORRAS,170020,https://www.amazon.com/TORRAS-Military-Grade-Translucent-Anti-Scratch-Anti-Fingerprint/dp/B0CBJGMMQN,https://m.media-amazon.com/images/I/41B2taebmTL,USD,25.19,27.99,10.0,10% off,BEST_DEAL,AVAILABLE,d00e4eb0,,,,,,,gl_wireless,CELLULAR_PHONE_CASE,"2335752011,2335753011",True,False,departments:2335753011,10.0,2.8,,False,$25–50,0–10%,,6.0,2026-09-16 23:25:19.134315+00:00
B0H5WDWQ4B,"TORRAS Stronger Magnetic & Shockproof for iPhone 18 Pro Max Case Burgundy | Fit for MagSafe, 4X Military Grade Drop Protection, Camera Control, DIY Button, Comfortable Secure Grip, Translucent Purple",TORRAS,170020,https://www.amazon.com/TORRAS-Stronger-Magnetic-Shockproof-iPhone/dp/B0H5WDWQ4B,https://m.media-amazon.com/images/I/41TACQELH8L,USD,26.69,29.99,11.0,11% off,BEST_DEAL,AVAILABLE,216803a0,,,,,,,gl_wireless,CELLULAR_PHONE_CASE,"2335752011,2335753011",True,False,departments:2335753011,11.0,3.3,,False,$25–50,10–20%,,6.6,2026-09-16 23:25:19.134315+00:00
B0FL2H4P84,"Diaclara Magnetic Designed for iPhone 17 Pro Case 6.3'' [Full Camera Protection] Full Body Bumper,[Compatible with MagSafe] Military Drop Proof Phone Case w/Built-in Screen Protector,Orange",Diaclara,476158,https://www.amazon.com/Diaclara-Magnetic-Protection-Compatible-Protector/dp/B0FL2H4P84,https://m.media-amazon.com/images/I/51XFrBfsfmL,USD,17.99,19.99,10.0,10% off,BEST_DEAL,AVAILABLE,689c3623,,,,,,,gl_wireless,CELLULAR_PHONE_CASE,"2335752011,2335753011",True,False,departments:2335753011,10.0,2.0,,False,$10–25,0–10%,,6.0,2026-09-16 23:25:19.134315+00:00
B0FCY239B9,"ESR Classic Hybrid for iPhone 18 Pro/17 Pro Case with Flex Stand, Clear | Long-Lasting Anti-Yellowing, Camera Kickstand, Compatible with MagSafe, 4X Military-Grade Protection, Magnetic Phone Case",ESR,39118,https://www.amazon.com/ESR-iPhone-Pro-Military-Grade-Scratch-Resistant/dp/B0FCY239B9,https://m.media-amazon.com/images/I/410taBuattL,USD,21.66,29.99,28.0,28% off,BEST_DEAL,AVAILABLE,bbbf808a,,,,,,,gl_wireless,CELLULAR_PHONE_CASE,"2335752011,2335753011",True,False,departments:2335753011,28.0,8.33,,False,$10–25,20–30%,,16.8,2026-09-16 23:25:19.134315+00:00
B0F3C39M85,"jaroco Magnetic for iPhone 16 Case Heavy Duty Protection Black | Compatible with MagSafe,Military Grade Drop Protection,Translucent Matte,Non-Slip,Shockproof 2-Layer Durable Bumper Case",,1720722,https://www.amazon.com/jaroco-Compatible-Protection-Shockproof-6-1-Black/dp/B0F3C39M85,https://m.media-amazon.com/images/I/41WRm63bXhL,USD,8.99,9.99,10.0,10% off,BEST_DEAL,AVAILABLE,e512d015,,,,,,,gl_wireless,CELLULAR_PHONE_CASE,"2335752011,2335753011",True,False,departments:2335753011,10.0,1.0,,False,<$10,0–10%,,6.0,2026-09-16 23:25:19.134315+00:00
B07HGH1KG6,"BLACK+DECKER Countertop Microwave Oven, 0.7 Cu.Ft, 700W, Stainless Steel | Digital Controls, Push-Button Door, Child Safety Lock, 10 Power Levels, Removable Turntable",BLACK+DECKER,196436,https://www.amazon.com/BLACK-DECKER-EM720CB7-Microwave-Push-Button/dp/B07HGH1KG6,https://m.media-amazon.com/images/I/31oezRiYf4L,USD,79.97,95.99,17.0,17% off,BEST_DEAL,AVAILABLE,1fd6bbf6,,,,,,,gl_kitchen,MICROWAVE_OVEN,"1055398,1063498,284507",True,False,bubble:home-diy,17.0,16.02,,False,$50–100,10–20%,,10.2,2026-09-16 23:25:19.134315+00:00
B085B253MD,"DEWALT 20V MAX XR Oscillating Tool Kit with Blades, 3 Speed Cordless Brushless Multitool, Up to 20,000 OPM, LED Light, Battery and Charger Included (DCS356C1)",DEWALT,195991,https://www.amazon.com/DEWALT-Oscillating-Tool-3-Speed-DCS356C1/dp/B085B253MD,https://m.media-amazon.com/images/I/411Af+yL+BL,USD,99.0,131.51,,,,,,,,,,,,gl_tools,POWER_TOOL_SET,"228013,328182011,468240",True,False,bubble:home-diy,24.7,32.51,,False,$50–100,20–30%,,14.8,2026-09-16 23:25:19.134315+00:00
B0DPQTDXWC,"TOSHIBA Air Fryer Combo Microwave, 1.0 Cu.Ft, Black Stainless Steel | 8 in 1 with Convection & Broil, Pro Defrost, 12.4"" Turntable",TOSHIBA,331399,https://www.amazon.com/TOSHIBA-Fryer-Combo-Microwave-Stainless/dp/B0DPQTDXWC,https://m.media-amazon.com/images/I/41pB2y4Yk6L,USD,189.99,223.99,15.0,15% off,BEST_DEAL,AVAILABLE,36f369a1,,,,,,,gl_kitchen,MICROWAVE_OVEN,"1055398,1063498,284507",True,False,bubble:home-diy,15.0,34.0,,False,$100–250,10–20%,,9.0,2026-09-16 23:25:19.134315+00:00
B0DZ25Y1YR,"SUPERDANNY Extension Cord,Flat Plug Surge Protector Power Strip,15Ft | 8 AC & 4 USB Ports (2 USB C),Surge Protector with 1050J,Desk Charging Station for Home Office,College Dorm Room Essentials",SUPERDANNY,239363,https://www.amazon.com/Extension-Protector-Mountable-Charging-Essentials/dp/B0DZ25Y1YR,https://m.media-amazon.com/images/I/31KEydPkXiL,USD,22.49,24.99,10.0,10% off,BEST_DEAL,AVAILABLE,f24b9eab,,,,,,,gl_electronics,POWER_STRIP,"172282,493964",True,False,bubble:home-diy,10.0,2.5,,False,$10–25,0–10%,,6.0,2026-09-16 23:25:19.134315+00:00
B092J8LPWR,"HANYCONY Surge Protector Power Strip, 1080J, 5 Ft Braided Extension Cord | 8 Outlets 4 USB Ports(2 USB C), Outlet Extender, Flat Plug, Wall Mount, Desk Charging Station, Home Office, Dorm Room ETL",HANYCONY,974281,https://www.amazon.com/Surge-Protector-Power-Strip-Extension/dp/B092J8LPWR,https://m.media-amazon.com/images/I/41w1NL7yU4L,USD,9.98,11.99,17.0,17% off,BEST_DEAL,AVAILABLE,7da2fecf,,,,,,,gl_electronics,POWER_STRIP,"172282,493964",True,False,bubble:home-diy,17.0,2.01,,False,<$10,10–20%,,10.2,2026-09-16 23:25:19.134315+00:00
B08R6T1M9T,"Surge Protector, QINLIANF 5 Outlet Extender with 4 USB Ports(2USB-C) | 1680 Joules, 3-Sided Power Strip, Multi Plug Wall Outlet Adapter Spaced for Home Travel Office, White",QINLIANF,933986,https://www.amazon.com/Charger-Protector-QINLIANF-Extender-Charging/dp/B08R6T1M9T,https://m.media-amazon.com/images/I/31m0yHztzzL,USD,17.99,19.99,10.0,10% off,BEST_DEAL,AVAILABLE,670920fb,,,,,,,gl_electronics,POWER_STRIP,"172282,493964",True,False,bubble:home-diy,10.0,2.0,,False,$10–25,0–10%,,6.0,2026-09-16 23:25:19.134315+00:00
B00CK04VEE,"Filterbuy 16x25x4 Air Filter MERV 8 Dust & Allergy Defense (2-Pack) | Electrostatic Pleated HVAC AC Furnace Filters Replacement, Made in USA (Actual Size: 15.50 x 24.50 x 3.63)",Filterbuy,187944,https://www.amazon.com/FilterBuy-16x25x4-Pleated-Furnace-Filters/dp/B00CK04VEE,https://m.media-amazon.com/images/I/51EDIelFZQL,USD,,,,,,,,,,,,,,gl_home_improvement,HVAC_AIR_FILTER,"228013,468240",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B087279HM1,"HBTower Step Ladder, Folding Step Stool with Wide Anti-Slip Pedal | Sturdy Steel Ladder, Convenient Handrail, Lightweight, Portable Steel Step Stool",HBTower,669380,https://www.amazon.com/HBTower-Anti-Slip-Convenient-Handgrip-Lightweight/dp/B087279HM1,https://m.media-amazon.com/images/I/41sX1JejUdL,USD,49.95,79.99,38.0,38% off,BEST_DEAL,AVAILABLE,1ea8e0bc,,,,,,,gl_home_improvement,LADDER,"228013,468240",True,False,bubble:home-diy,38.0,30.04,,False,$25–50,30–40%,,22.8,2026-09-16 23:25:19.134315+00:00
B01M9B7UH2,"Filterbuy 16x25x1 Air Filter MERV 8 Dust & Allergy Defense (12-Pack) | Electrostatic Pleated HVAC AC Furnace Filters Replacement, Made in USA (Actual Size: 15.50 x 24.50 x 0.75)",Filterbuy,187944,https://www.amazon.com/Filterbuy-16x25x1-Defense-12-Pack-Replacement/dp/B01M9B7UH2,https://m.media-amazon.com/images/I/51yF8nOXngL,USD,,,,,,,,,,,,,,gl_home_improvement,HVAC_AIR_FILTER,"228013,468240",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B09TV4FNNY,"RUGPADUSA - Basics - 7'4"" x 9'4"" - 3/8"" Thick - 100% Felt - Protective Cushioning Rug Pad - Safe for All Floors and Finishes Including Hardwoods",RUGPADUSA,340345,https://www.amazon.com/RUGPADUSA-Protective-Cushioning-Including-Hardwoods/dp/B09TV4FNNY,https://m.media-amazon.com/images/I/51fbRPHjBHL,USD,,,,,,,,,,,,,,gl_furniture,RUG_PAD,"1055398,1063498",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0B2LHP39T,"Bathroom Faucet, Hurran 4 inch Centerset 2-Handle Lead-Free, Chrome | Bathroom Sink Faucet with Pop-up Drain and Supply Lines, Stainless Steel Faucet for Vanity RV Restroom Laundry Outdoor Sink",Hurran,1952596,https://www.amazon.com/Hurran-Bathroom-Stainless-Lead-Free-Centerset/dp/B0B2LHP39T,https://m.media-amazon.com/images/I/41r5Lla5qCL,USD,29.98,37.98,21.0,21% off,BEST_DEAL,AVAILABLE,999756ac,,,,,,,gl_home_improvement,FAUCET,"228013,468240",True,False,bubble:home-diy,21.0,8.0,,False,$25–50,20–30%,,12.6,2026-09-16 23:25:19.134315+00:00
B0BQQJLXDP,"10 Ft Surge Protector Power Strip - YISHU 3 Side Outlet Extender with 8 Widely AC Outlets and 4 USB Ports, 10 Feet Extension Cord with Flat Plug, Wall Mount Desk USB Charging Station, ETL,White",YISHU,817398,https://www.amazon.com/Surge-Protector-Power-Strip-Extension/dp/B0BQQJLXDP,https://m.media-amazon.com/images/I/317+mV2jq4L,USD,,,,,,,,,,,,,,gl_electronics,POWER_STRIP,"172282,493964",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0DY95T5HB,"Chefman Countertop Microwave Oven 0.7 Cu. Ft., 700 Watts with 10 Power Levels, 6 Cooking Presets with One-Touch Express Cook, Eco Mode, Child Safety Lock, & Mute Button - Black",Chefman,216074,https://www.amazon.com/Chefman-Countertop-Microwave-Cooking-One-Touch/dp/B0DY95T5HB,https://m.media-amazon.com/images/I/31jIxsGteML,USD,69.96,99.99,30.0,30% off,BEST_DEAL,AVAILABLE,ee7686d8,,,,,,,gl_kitchen,MICROWAVE_OVEN,"1055398,1063498,284507",False,False,bubble:home-diy,30.0,30.03,,False,$50–100,20–30%,,18.0,2026-09-16 23:25:19.134315+00:00
B01M751WC3,20V MAX Premium Lithium-Ion 6.0Ah Battery Pack (2 Pack),DEWALT,195991,https://www.amazon.com/DEWALT-Battery-Premium-Double-DCB206-2/dp/B01M751WC3,https://m.media-amazon.com/images/I/41IoAicuP7L,USD,,,,,,,,,,,,,,gl_tools,BATTERY,"228013,328182011,468240",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0H2YVCWYK,"JOJUOU 2-Pack Garage Shelving for Large Storage & Whole Home Organization, 78"" H x 46"" W x 20"" D 5-Tier Adjustable Metal Storage Rack for Tools, Storage Bins, Bulk Items, Garage, Pantry & Workshop",JOJUOU,19660679,https://www.amazon.com/JOJUOU-Shelving-Organization-Adjustable-Workshop/dp/B0H2YVCWYK,https://m.media-amazon.com/images/I/41-5lyfJvLL,USD,,,,,,,,,,,,,,gl_home,SHELF,"228013,468240",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B08B5YP37H,"FLEXIMOUNTS 4x8 Overhead Garage Ceiling Storage Rack, 2 Pack, Hammertone | 750lbs Weight Capacity, 22""-40"" Adjustable Organization System, Heavy-Duty Metal Ceiling Racks, Classic Series",FLEXIMOUNTS,257185,https://www.amazon.com/FLEXIMOUNTS-2-Piece-Overhead-Adjustable-Hammertone/dp/B08B5YP37H,https://m.media-amazon.com/images/I/41VQKQY8IcL,USD,,,,,,,,,,,,,,gl_tools,STORAGE_RACK,"228013,468240",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B08P5LRY37,"ALESTOR 6 Ft Surge Protector Power Strip with 12 Outlets and 4 USB Ports | 2700 Joules, 6 Feet Heavy Duty Extension Cord with Multiple Outlets for Home, Office, Dorm Room, ETL Listed, Black",Alestor,898703,https://www.amazon.com/Alestor-Protector-Outlets-Extension-Essentials/dp/B08P5LRY37,https://m.media-amazon.com/images/I/41PsJYHqW7L,USD,,,,,,,,,,,,,,gl_electronics,POWER_STRIP,"172282,493964",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B07Y4Y88Y6,"FORIOUS Kitchen Faucets Pull Down Sprayer, Stainless Steel, Brushed Nickel | Classic High Arc, Single Handle Kitchen Sink Faucet, Deck Plate for 1 or 3 Hole, Suitable for Farmhouse Camper Laundry Rv Bar",FORIOUS,392131,https://www.amazon.com/Stainless-Kitchen-Sprayer-Commercial-FORIOUS/dp/B07Y4Y88Y6,https://m.media-amazon.com/images/I/31o4uvE03pL,USD,35.9,39.98,10.0,10% off,BEST_DEAL,AVAILABLE,84984282,,,,,,,gl_home_improvement,FAUCET,"228013,468240",True,False,bubble:home-diy,10.0,4.08,,False,$25–50,0–10%,,6.0,2026-09-16 23:25:19.134315+00:00
B0BLTYNJCK,"TESSAN Surge Protector Power Strip with 900J Surge Protection, 5 Ft, Grey | 8 AC with 3 USB Ports (1 USB C 20W PD), Flat Plug Extension Cord, 3 Sided Outlet Extender with Power Switch for Dorm Room",TESSAN,177331,https://www.amazon.com/Surge-Protector-Power-Strip-Essentials/dp/B0BLTYNJCK,https://m.media-amazon.com/images/I/3102IqLWotL,USD,19.54,22.99,15.0,15% off,BEST_DEAL,AVAILABLE,cbabf2fa,,,,,,,gl_electronics,POWER_STRIP,"172282,493964",True,False,bubble:home-diy,15.0,3.45,,False,$10–25,10–20%,,9.0,2026-09-16 23:25:19.134315+00:00
B07GV36BLD,"COMFEE' Countertop Microwave Oven, 0.7 Cu.Ft, 700W, Black, ECO Mode | Sound On/Off, One-Touch Buttons, Child Safety Lock, for Dorm, Apartment, Office",COMFEE',325604,https://www.amazon.com/Comfee-EM720CPL-PMB-Countertop-Microwave-One-Touch/dp/B07GV36BLD,https://m.media-amazon.com/images/I/31jg1PUc69L,USD,69.96,80.99,14.0,14% off,BEST_DEAL,AVAILABLE,6d266cab,,,,,,,gl_kitchen,MICROWAVE_OVEN,"1055398,1063498,284507",True,False,bubble:home-diy,14.0,11.03,,False,$50–100,10–20%,,8.4,2026-09-16 23:25:19.134315+00:00
B0GHP4KY1Z,"DREO Reverse Osmosis Water Filter System Countertop, RO Water Filter 112 3L | RO Water Filtration filters 99.9% contaminants, Installation-Free Water Purifier with TDS & Filter Life Monitor, BPA-free",DREO,392201,https://www.amazon.com/DREO-Reverse-Osmosis-Countertop-Filtration/dp/B0GHP4KY1Z,https://m.media-amazon.com/images/I/31FCcQTo0AL,USD,152.99,169.99,10.0,10% off,BEST_DEAL,AVAILABLE,827642cf,,,,,,,gl_home,WATER_PURIFICATION_UNIT,"228013,468240",True,False,bubble:home-diy,10.0,17.0,,False,$100–250,0–10%,,6.0,2026-09-16 23:25:19.134315+00:00
B00NVF51ZK,"Filterbuy 20x25x5 Air Filter MERV 8 Dust & Allergy Defense (2-Pack) | Pleated HVAC AC Furnace Replacement for Honeywell FC100A1037, Lennox X6673 & More (Actual Size: 19.88 x 24.75 x 4.38)",Filterbuy,187944,https://www.amazon.com/FilterBuy-20x25x5-Pleated-Replacement-Honeywell/dp/B00NVF51ZK,https://m.media-amazon.com/images/I/51cNRSap88L,USD,,,,,,,,,,,,,,gl_home_improvement,HVAC_AIR_FILTER,"228013,468240",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0BWHZJHPL,"EUHOMY Countertop Ice Maker Machine with Handle, 26lbs in 24Hrs, 9 Ice Cubes Ready in 6 Mins, Auto-Cleaning Portable Ice Maker with Basket and Scoop, for Home/Kitchen/Camping/RV. (Black)",EUHOMY,1722581,https://www.amazon.com/EUHOMY-Countertop-Machine-Auto-Cleaning-Portable/dp/B0BWHZJHPL,https://m.media-amazon.com/images/I/4157QL2BebL,USD,,,,,,,,,,,,,,gl_major_appliances,ICE_MAKER,"16310091,16310161,2619525011,2619526011",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B07GPFDL1K,"Delamu Cord Hider, 157in Wire Covers for Cords on Wall, Premium Cable Hider Cord Covers for Wires, Cable Management Wire Hiders for TV, Cable Raceway Kit, W0.95 H0.55in, White",,209914,https://www.amazon.com/Delamu-Premium-Management-Raceway-H0-55in/dp/B07GPFDL1K,https://m.media-amazon.com/images/I/41TfSAjlzmL,USD,14.98,16.99,12.0,12% off,BEST_DEAL,AVAILABLE,1e722b2f,,,,,,,gl_electronics,CORD_MANAGEMENT_COVER,"172282,493964",True,False,bubble:home-diy,12.0,2.01,,False,$10–25,10–20%,,7.2,2026-09-16 23:25:19.134315+00:00
B0F9PLBZBK,"YOROXRG 24 Pack Christmas Decoration Flickering Flameless Candles, Battery Operated Candles,LED Candles for Home Decor,Wedding,Halloween,Birthday,Valentine'sDay (D2.2 xH 5"" 6"" 7"" Ivory)",,4238838,https://www.amazon.com/YOROXRG-Christmas-Decoration-Flickering-ValentinesDay/dp/B0F9PLBZBK,https://m.media-amazon.com/images/I/41VlGiKFu1L,USD,33.98,39.99,15.0,15% off,BEST_DEAL,AVAILABLE,e1046d78,,,,,,,gl_home_improvement,LAMP,"228013,468240",True,False,bubble:home-diy,15.0,6.01,,False,$25–50,10–20%,,9.0,2026-09-16 23:25:19.134315+00:00
B0CJ98SCNH,"Lifewit 105L Large Laundry Basket with Lid, Removable Bags, Beige | Foldable Laundry Hamper with Bamboo Handles, Tall Laundry Bin, Dirty Clothes Hamper for Laundry Room, Bedroom, Bathroom, Dorm",Lifewit,200663,https://www.amazon.com/Lifewit-Laundry-Removable-Foldable-Bathroom/dp/B0CJ98SCNH,https://m.media-amazon.com/images/I/31IsBl2NlrL,USD,19.98,24.99,20.0,20% off,BEST_DEAL,AVAILABLE,ad14191f,,,,,,,gl_home,LAUNDRY_HAMPER,"1055398,1063498",True,False,bubble:home-diy,20.0,5.01,,False,$10–25,10–20%,,12.0,2026-09-16 23:25:19.134315+00:00
B0G3Q4Y676,"EUHOMY Nugget Ice Maker Countertop with Handle, 38lbs Daily Sonic Ice | Ice Ready in 6 Mins, Self-Cleaning, Removable Lid, Pebble Ice Maker with Basket & Scoop for Home/Party/RV/Camping, Black",EUHOMY,1722581,https://www.amazon.com/EUHOMY-Countertop-Removable-Self-Cleaning-Portable/dp/B0G3Q4Y676,https://m.media-amazon.com/images/I/41263J9QnQL,USD,,,,,,,,,,,,,,gl_major_appliances,ICE_MAKER,"16310091,16310161,2619525011,2619526011",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B08B8D53HS,"DAYBETTER LED Lights 65.6ft, 5050 RGB Led Strip Lights Flexible Color Changing Remote Control Led Light Strips, 2 Rolls of 32.8ft Led Lights for Bedroom, Living Room, Party Home Decor",DAYBETTER,438058,https://www.amazon.com/Daybetter-Flexible-Changing-Remote-Control/dp/B08B8D53HS,https://m.media-amazon.com/images/I/51QuQID7-DL,USD,,,,,,,,,,,,,,gl_home_improvement,STRING_LIGHT,"228013,468240",True,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B082VJZ63B,"Felt Furniture Pads X-Protector - 48 PCS 1"" - Premium Felt Pads (Brown) | Furniture Feet Wood Floors Protectors - Prevent Scratches, Annoying Noise & Protect Your Hard Surfaces!",X-Protector,160461,https://www.amazon.com/Felt-Furniture-Pads-X-PROTECTOR-Protector/dp/B082VJZ63B,https://m.media-amazon.com/images/I/51G1cJ4QSRL,USD,7.41,9.91,25.0,25% off,LIGHTNING_DEAL,AVAILABLE,45f2283d,38.0,2026-09-17 02:35:00+00:00,,,,,gl_home_improvement,FURNITURE_FLOOR_PROTECTOR,"228013,468240",True,False,bubble:home-diy,25.0,2.5,3.2,True,<$10,20–30%,,15.0,2026-09-16 23:25:19.134315+00:00
B0779621KZ,"Fluke 17B+ Digital Multimeter, for Electrical Applications, Measures AC/DC Voltage 1000V, Current Measurements to 10A, Resistance, Continuity, Diode, Capacitance, Frequency, and Temperature Testing",Fluke,233138,https://www.amazon.com/Fluke-Applications-Measurements-Capacitance-Temperature/dp/B0779621KZ,https://m.media-amazon.com/images/I/31mvCY3SN5L,USD,,,,,,,,,,,,,,gl_biss,ELECTRIC_CIRCUIT_TESTING_DEVICE,"228013,468240",False,False,bubble:home-diy,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B07MP659BM,"Chomps Jalapeño Beef, Grass-Fed & Finished, 10ct, Protein Snack Stick | Grass-Fed And Finished Jalapeño Beef Jerky Snack Sticks, Gluten-Free Meat Sticks, Paleo Snacks, Keto, Whole30, Non-GMO",Chomps,233924,https://www.amazon.com/Chomps-Grass-Fed-Finished-Jalape%C3%B1o-10-Pack/dp/B07MP659BM,https://m.media-amazon.com/images/I/41S55IbT6AL,USD,,,,,,,,,,,,,,gl_grocery,JERKY,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0FN9PSSXB,"TRIP Calm Drink, Non-Alcoholic Adaptogen Mocktail Citrus Berry Variety 12pk | Lightly Sparkling Seltzer with 120mg Magnesium and Botanical Blend, Non-GMO, Vegan, No added Sugar, Alcohol alternative, 12oz",TRIP,1439747,https://www.amazon.com/TRIP-Sparkling-Adaptogen-Non-Alcoholic-Ashwagandha/dp/B0FN9PSSXB,https://m.media-amazon.com/images/I/41QA761SPZL,USD,,,,,,,,,,,,,,gl_grocery,DRINK_FLAVORED,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B09DT9LTS9,"ROSSO CAFFÈ Espresso Pods for Nespresso Original Machines, Variety Pack 80 | 8 Signature Blends • Italian Made • Rich Crema • Medium to Dark Roast",ROSSO CAFFÈ,97925,https://www.amazon.com/Rosso-Coffee-Espresso-Nespresso-Machines/dp/B09DT9LTS9,https://m.media-amazon.com/images/I/41Pfc1MlHbL,USD,,,,,,,,,,,,,,gl_grocery,COFFEE,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B07RQHB4T8,"ROSSO CAFFÈ Espresso Pods for Nespresso Original Machines, Variety Pack 120 | Six Premium Coffee Blends • Smooth to Intense • Rich Crema • 120 Capsules",ROSSO CAFFÈ,97925,https://www.amazon.com/ROSSO-CAFF%C3%88-120-Espresso-Pods/dp/B07RQHB4T8,https://m.media-amazon.com/images/I/41QD95J7ghL,USD,,,,,,,,,,,,,,gl_grocery,COFFEE,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0F1DLMNNH,Assorted Halloween Candy Variety Pack 5 lb - Individually Wrapped Mixed Candy Bag,Jumblet,16072362,https://www.amazon.com/Bulk-Candy-Mix-Variety-Pack/dp/B0F1DLMNNH,https://m.media-amazon.com/images/I/6130oxWTAfL,USD,,,,,,,,,,,,,,gl_grocery,CANDY,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0BS48X544,Organic USDA Café Romano Coffee Aluminum Espresso Pods For Nespresso Original Machine 100 Pack Italian Espresso Coffee (Variety pack),Café Romano,1033707,https://www.amazon.com/Caf%C3%A9-Romano-Aluminum-Nespresso-Origninal/dp/B0BS48X544,https://m.media-amazon.com/images/I/51GoSGJG3xL,USD,,,,,,,,,,,,,,gl_grocery,COFFEE,"16310101,16310211",False,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0DCZXGS9W,"TRIP Calm Drink, Non-Alcoholic Adaptogen Mocktail Seltzer Peach Ginger 12pk | Lightly Sparkling Seltzer with 120mg Magnesium and Botanical Blend, Non-GMO, Vegan, No added sugar, Alcohol alternative, 12oz",TRIP,1439747,https://www.amazon.com/Sparkling-Adaptogen-Mocktail-Magnesium-Ashwagandha/dp/B0DCZXGS9W,https://m.media-amazon.com/images/I/41nPQgtEMqL,USD,,,,,,,,,,,,,,gl_grocery,BEVERAGE,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B09D9DSZFM,Raw Manuka Honey UMF 22+ MGO 970+ | UMF Certified | Ultra Premium 8.8 oz | Raw New Zealand Manuka Honey | UMF 22+ Certified | MGO 970+ | Ultra Premium Quality | New Zealand Origin | 8.8 Oz Jar,100% Pure New Zealand Honey,513877,https://www.amazon.com/100-Pure-New-Zealand-Honey/dp/B09D9DSZFM,https://m.media-amazon.com/images/I/41BrgWaATvL,USD,,,,,,,,,,,,,,gl_grocery,HONEY,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0BZWSR74Z,"Misfits Protein Bar Variety Pack | Nutrition Bars - 14-15g Protein, 1g Sugar, Plant-based, Low Carb, Non-GMO, Gluten Free Snacks | Vegan Protein Bars | Pack of 12, Multiple Flavors",Misfits,632857,https://www.amazon.com/Misfits-Protein-Sellers-Variety-Snacks/dp/B0BZWSR74Z,https://m.media-amazon.com/images/I/51ht9HWxiGL,USD,,,,,,,,,,,,,,gl_grocery,SNACK_FOOD_BAR,"3760901,3760931",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
B0GC9YSL3S,"Dutch Bros OG Medium Roast, 60 Ct, Medium Roast, Single Serve Coffee Pods | 100% Arabica coffee, Milk chocolate and citrus notes, Single-serve K-Cup pods, Keurig compatible, Bulk 60-count box",Dutch Bros Coffee,75014,https://www.amazon.com/Dutch-Medium-Single-Coffee-Brewers/dp/B0GC9YSL3S,https://m.media-amazon.com/images/I/51nqccS8zXL,USD,,,,,,,,,,,,,,gl_grocery,COFFEE,"16310101,16310211",True,False,bubble:grocery,,,,False,,,,0.0,2026-09-16 23:25:19.134315+00:00
